cartera,subjurisdiccion,apertura,unidad,tipo_organismo
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Fisicoquímica de Materiales,Gerencia Investigación Aplicada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Materiales Nucleares,Gerencia Investigación Aplicada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Combustibles y Residuos,Departamento Materiales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Aplicaciones Médicas e Industriales,Departamento Materiales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Caracterización de Materiales,Gerencia Investigación Aplicada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Reactor de Investigación y Producción RA - 3,Gerencia de Área Aplicaciones de la Tecnología Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Gestión de la Calidad,Gerencia Reactor de Investigación y Producción RA - 3,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Seguridad Radiológica,Gerencia Reactor de Investigación y Producción RA - 3,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Operación,Gerencia Reactor de Investigación y Producción RA - 3,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Turno Operativo 1,División Operación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Turno Operativo 2,División Operación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Turno Operativo 3,División Operación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Turno Operativo 4,División Operación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Mantenimiento,Gerencia Reactor de Investigación y Producción RA - 3,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Electrónica y Electricidad,División Mantenimiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Mecánica y Mecanismos,División Mantenimiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Física,Gerencia Reactor de Investigación y Producción RA - 3,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"División Ingeniería, Desarrollo y Servicios",Gerencia Reactor de Investigación y Producción RA - 3,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia de Área Energía Nuclear,Gerencia General,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Secretaria Técnica,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Gestión de la Calidad,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Calidad de la GAEN Buenos Aires,Departamento Gestión de la Calidad,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Calidad Centro Atómico Bariloche,Departamento Gestión de la Calidad,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Subgerencia Gestión Administrativa,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"División Gestión Administrativa, Contable y Presupuestaria",Subgerencia Gestión Administrativa,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Gestión Técnica de la Documentación,Subgerencia Gestión Administrativa,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Despacho,División Gestión Técnica de la Documentación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Mesa de Entrada y Salida,División Gestión Técnica de la Documentación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Subgerencia Instrumentación y Control,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Software y Automatismos,Subgerencia Instrumentación y Control,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Gestión de la Calidad,Subgerencia Instrumentación y Control,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Instrumentación y Dosimetría,Subgerencia Instrumentación y Control,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Equipos Electrónicos y Prototipos,Subgerencia Instrumentación y Control,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Sistemas Digitales y Robótica,Subgerencia Instrumentación y Control,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Adjunta,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Ingenieria Nuclear,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Calidad y Secretaria Técnica,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Cavitación,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Análisis por Activación Neutrónica,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Vibraciones,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Protección Radiológica,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Control de Procesos,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Interfase Hombre-Maquina,Departamento Control de Procesos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"División Dinámica, Control y Simulación de Procesos",Departamento Control de Procesos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Monitoreo y Control de Sistemas Distribuidos,Departamento Control de Procesos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Seguridad Nuclear,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Seguridad de Reactores Experimentales,Departamento Seguridad Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Accidentes Severos,Departamento Seguridad Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Seguridad de Reactores de Potencia,Departamento Seguridad Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Análisis Probabilista de Seguridad Nivel I,Departamento Seguridad Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Física de Neutrones,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Reactores de Investigación,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Proyectos y Licenciamiento,Departamento Reactores de Investigación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Reactor RA-6,Departamento Reactores de Investigación,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Operación,División Reactor RA-6,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Mantenimiento,División Reactor RA-6,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Radioprotección,División Reactor RA-6,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Física de Reactores y Radiaciones,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Termohidráulica,Gerencia Ingenieria Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Taller,Departamento Termohidráulica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Termohidráulica Numérico-Analítica,Departamento Termohidráulica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Laboratorio de Termohidráulica,Departamento Termohidráulica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Diseño Mecánico,Departamento Termohidráulica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Reactores y Centrales Nucleares,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Soporte Técnico Administrativo,Gerencia Reactores y Centrales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Garantía de Calidad,Gerencia Reactores y Centrales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Estudio de Reactores y Centrales,Gerencia Reactores y Centrales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Física Experimental de Reactores,Departamento Estudio de Reactores y Centrales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Diseño y Análisis Nuclear,Departamento Estudio de Reactores y Centrales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Reactores Avanzados,División Diseño y Análisis Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Ingeniería de Reactores y Centrales,Gerencia Reactores y Centrales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Sistemas e Instalaciones de Control-Comando,Departamento Ingeniería de Reactores y Centrales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Mecánica y Procesos,Departamento Ingeniería de Reactores y Centrales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Eléctrica y Documentación Técnica,Departamento Ingeniería de Reactores y Centrales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Seguridad Nuclear y Termohidráulica,Gerencia Reactores y Centrales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Estudio y Diseño Termohidráulico,Departamento Seguridad Nuclear y Termohidráulica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Seguridad Nuclear,Departamento Seguridad Nuclear y Termohidráulica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Reactores de Experimentación y Servicios,Gerencia Reactores y Centrales Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Reactor RA-0 Y RA-04 y Servicios Electrónicos,Departamento Reactores de Experimentación y Servicios,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Reactor RA-1 Enrico FERMI,Departamento Reactores de Experimentación y Servicios,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Operación,División Reactor RA-1 Enrico FERMI,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Mantenimiento,División Reactor RA-1 Enrico FERMI,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Radio Protección,División Reactor RA-1 Enrico FERMI,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"Gerencia Desarrollo, Ensayos y Gestión de Vida",Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Secretaria Técnica y Certificación,"Gerencia Desarrollo, Ensayos y Gestión de Vida",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento LENAP,"Gerencia Desarrollo, Ensayos y Gestión de Vida",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Control de Procesos Químicos,Departamento LENAP,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Diseño y Operación,Departamento LENAP,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Control y Adquisición de Datos,Departamento LENAP,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Ensayos No Destructivos y Estructurales,"Gerencia Desarrollo, Ensayos y Gestión de Vida",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Asistencia Tecnológica en Ensayos No Destructivos,Departamento Ensayos No Destructivos y Estructurales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Laboratorio de Radiografía Industrial,División Asistencia Tecnológica en Ensayos No Destructivos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Investigación Aplicada en Métodos de Ensayos No Destructivos,Departamento Ensayos No Destructivos y Estructurales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Soldadura,División Investigación Aplicada en Métodos de Ensayos No Destructivos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Estudio y Ensayos de Componentes Estructurales,Departamento Ensayos No Destructivos y Estructurales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Planificación y Evaluación,División Estudio y Ensayos de Componentes Estructurales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Instrumentación y Operación,División Estudio y Ensayos de Componentes Estructurales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Gestión de Vida de Instalaciones Nucleares y Convencionales,"Gerencia Desarrollo, Ensayos y Gestión de Vida",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Confiabilidad y Procesos,Departamento Gestión de Vida de Instalaciones Nucleares y Convencionales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Materiales,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Recubrimientos y Tribología,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Materiales Avanzados,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Secretaria Técnico Administrativa y Contable,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Estructura y Comportamiento,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Hidrógeno en Materiales,Departamento Estructura y Comportamiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Daño por Radiación,Departamento Estructura y Comportamiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Teoría de Defectos y Mecánica del Continuo,Departamento Estructura y Comportamiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Corrosión,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Corrosión Básica,Departamento Corrosión,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Corrosión Aplicada,Departamento Corrosión,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Asistencia Técnica en Corrosión,Departamento Corrosión,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Transformaciones y Propiedades,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Aleaciones Especiales,Departamento Transformaciones y Propiedades,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Transformaciones de Fase,Departamento Transformaciones y Propiedades,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Difusión,Departamento Transformaciones y Propiedades,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Caracterización y Fractomecánica,Gerencia Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Metalografía y Ensayos Termomecánicos,Departamento Caracterización y Fractomecánica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Fractura,Departamento Caracterización y Fractomecánica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Microscopia Electrónica y Difracción,Departamento Caracterización y Fractomecánica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Difracción de Rayos X,Departamento Caracterización y Fractomecánica,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Coordinación Centro Atómico Bariloche,Gerencia de Área Energía Nuclear,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Protección Ambiental y Radiológica,Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Relaciones Publicas y Prensa,Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"División Higiene, Seguridad y Protección Física",Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Gestión y Aplicación del Conocimiento,Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Transferencia de Tecnología,División Gestión y Aplicación del Conocimiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Divulgación Científica y Tecnológica,División Gestión y Aplicación del Conocimiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Conversión y Uso Racional de la Energía,División Gestión y Aplicación del Conocimiento,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Ingeniería Especializada,Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Electromecánica,Departamento Ingeniería Especializada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Obras e Intendencia,Departamento Ingeniería Especializada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Sistemas Informáticos,Departamento Ingeniería Especializada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Coordinación y Gestión,Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Administración,Gerencia Coordinación Centro Atómico Bariloche,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Tesorería,Departamento Administración,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Personal,Departamento Administración,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Despacho y Comunicaciones,Departamento Administración,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Gestión Administrativa,Departamento Administración,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Compras y Suministros,División Gestión Administrativa,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Contable,División Gestión Administrativa,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Patrimonio,División Gestión Administrativa,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia de Área Investigación y Aplicaciones No Nucleares,Gerencia General,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Asistente Gerencia de Área,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento  Instituto de Nanociencia y Nanotecnología,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Administración del Proyecto Laboratorio Haces de Neutrones RA-10,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Física,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Ciencia de Materiales,Gerencia Física,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Física de Metales,Departamento Ciencia de Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Resonancias Magnéticas,Departamento Ciencia de Materiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Materia Condensada,Gerencia Física,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Física Forense,Departamento Materia Condensada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Propiedades Ópticas,Departamento Materia Condensada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Bajas Temperaturas,Departamento Materia Condensada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Teoría de Solidos,Departamento Materia Condensada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Sistemas Complejos y Altas Energías,Gerencia Física,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Física Estadística e Interdisciplinaria,Departamento Sistemas Complejos y Altas Energías,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Partículas y Campos,Departamento Sistemas Complejos y Altas Energías,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Física Médica,Gerencia Física,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Interacción de la Radiación con la Materia,Gerencia Física,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Fusión Nuclear y Física de Plasmas,Departamento Interacción de la Radiación con la Materia,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Colisiones Atómicas y Física de Superficies,Departamento Interacción de la Radiación con la Materia,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Nanoestructuras Nucleares,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Micro y Nanotecnología,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Dispositivos Micro Electromecánicos,Departamento Micro y Nanotecnología,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Olfatometría Electrónica,Departamento Micro y Nanotecnología,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Aplicaciones Biológicas,Departamento Micro y Nanotecnología,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Plasmas Magnéticos,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Coordinación Proyecto Centro Internacional para Estudios de la Tierra,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Geofísica y Emisión Acústica,Departamento Coordinación Proyecto Centro Internacional para Estudios de la Tierra,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Ondas Elásticas,Departamento Coordinación Proyecto Centro Internacional para Estudios de la Tierra,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Ingeniería en Telecomunicaciones,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Tecnología de Materiales Compuestos,Gerencia Desarrollo Tecnológico y Proyectos Especiales,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Diseño y Fabricación,Departamento Tecnología de Materiales Compuestos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Ensayos,Departamento Tecnología de Materiales Compuestos,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Tecnología e Investigación de Altas Energías,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Control de Gestión,Gerencia Tecnología e Investigación de Altas Energías,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Logística y Operaciones,Gerencia Tecnología e Investigación de Altas Energías,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Diseño y Construcción de Detectores,Gerencia Tecnología e Investigación de Altas Energías,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Gerencia Investigación y Aplicaciones,Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Física de la Materia Condensada,Gerencia Investigación y Aplicaciones,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Física Teórica de la Materia Condensada,Departamento Física de la Materia Condensada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Física Experimental de la Materia Condensada,Departamento Física de la Materia Condensada,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Energía Solar,Gerencia Investigación y Aplicaciones,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Física Teórica,Gerencia Investigación y Aplicaciones,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Física Experimental,Gerencia Investigación y Aplicaciones,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"Departamento Acelerador Tandar, Asistencia Técnica e Ingeniería",Gerencia Investigación y Aplicaciones,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Acelerador Tandar,"Departamento Acelerador Tandar, Asistencia Técnica e Ingeniería",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Asistencia Técnica e Ingeniería,"Departamento Acelerador Tandar, Asistencia Técnica e Ingeniería",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Subgerencia Tecnología y Aplicaciones de Aceleradores,Gerencia Investigación y Aplicaciones,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Aplicaciones a Materiales y Medioambiente,Subgerencia Tecnología y Aplicaciones de Aceleradores,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,División Tecnología de Aceleradores y Aplicaciones Biomédicas,Subgerencia Tecnología y Aplicaciones de Aceleradores,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,"Gerencia Ingeniería de Proyectos, Planificación y Logística",Gerencia de Área Investigación y Aplicaciones No Nucleares,Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Sección Medios Audiovisuales y Redes Avanzadas,"Gerencia Ingeniería de Proyectos, Planificación y Logística",Organismo Descentralizado
Ministerio de Economía,Comisión Nacional de Energía Atómica,Departamento Planificación,"Gerencia Ingeniería de Proyectos, Planificación y Logística",Organismo Descentralizado
